'u','urms','irms','p','s','q','pf','phi','ufreq','upeak','ipeak','u1','u2','u3','u4','u5','u6','u7','u8','u9','u10','i1','i2','i3','i4','i5','i6','i7','i8','i9','i10','p1','p2','p3','p4','p5','p6','p7','p8','p9','p10','device','state','Device Id','Device Type','Device State'
235.85,235.71,0.04,0.85,10.01,-9.97,0.08,-85.15,49.93,320.77,0.18,232.46,0.61,1.29,0.98,5.64,0.6,2.79,0.86,1.2,0.86,0.03,0,0,0,0,0,0,0,0,0,0.83,0,0,0,-0.02,0,-0.01,0,0,0,'lenovoe430','fcsleep',18,2,3
230.02,230.59,0.37,47.7,85.1,-70.48,0.56,-55.91,49.94,315.68,1.36,230.45,0.52,2.15,0.92,6.41,0.5,3.04,0.69,0.89,0.69,0.22,0.01,0.19,0.02,0.15,0.02,0.11,0.02,0.07,0.02,48.6,0,-0.32,0.01,-0.79,-0.01,0.12,0.01,-0.06,0.01,'lenovoe430','ncsleep',18,2,3
230.32,230.83,0.37,47.68,85.27,-70.7,0.56,-56.01,49.94,315.74,1.35,230.49,0.4,2.2,0.86,6.38,0.48,3.11,0.68,0.88,0.7,0.22,0.01,0.19,0.02,0.15,0.03,0.11,0.02,0.07,0.02,48.54,0,-0.33,0.01,-0.79,-0.01,0.11,0.01,-0.06,0,'lenovoe430','ncsleep',18,2,3
230.43,231.05,0.38,47.76,87.48,-73.29,0.55,-56.91,49.94,315.56,1.46,230.39,0.45,2.21,0.91,6.8,0.48,2.93,0.66,1.1,0.69,0.22,0.01,0.19,0.02,0.15,0.02,0.12,0.02,0.08,0.02,49.01,0,-0.33,0.01,-0.87,-0.01,0.14,0.01,-0.09,0.01,'lenovoe430','ncsleep',18,2,3
233.83,233.66,0.38,51.06,89.18,-73.12,0.57,-55.07,49.94,315.71,1.35,230.47,0.44,2.17,0.88,6.36,0.49,2.99,0.67,0.91,0.68,0.22,0.01,0.19,0.02,0.15,0.02,0.11,0.02,0.07,0.02,48.77,0,-0.33,0.01,-0.8,-0.01,0.09,0.01,-0.07,0.01,'lenovoe430','ncsleep',18,2,3
233.86,233.73,0.38,51.17,89.4,-73.3,0.57,-55.08,49.94,315.77,1.38,230.5,0.52,2.23,0.91,6.54,0.47,3.03,0.65,0.91,0.65,0.22,0.01,0.19,0.02,0.15,0.02,0.11,0.02,0.08,0.02,48.65,0,-0.34,0.01,-0.8,-0.01,0.12,0.01,-0.07,0.01,'lenovoe430','ncsleep',18,2,3
234.08,233.87,0.38,51.03,89.56,-73.6,0.57,-55.26,49.94,315.8,1.43,230.49,0.34,2.27,0.84,6.43,0.48,2.89,0.68,0.93,0.69,0.22,0.01,0.19,0.02,0.15,0.02,0.11,0.02,0.08,0.02,48.68,0,-0.35,0.01,-0.83,-0.01,0.08,0.01,-0.07,0,'lenovoe430','ncsleep',18,2,3
230.48,231,0.38,47.75,88.42,-74.41,0.54,-57.31,49.94,315.62,1.47,230.35,0.46,2.23,0.91,6.56,0.48,2.94,0.69,1.11,0.65,0.22,0.01,0.2,0.02,0.16,0.02,0.12,0.02,0.09,0.02,49.05,0,-0.35,0.01,-0.84,-0.01,0.13,0.01,-0.09,0.01,'lenovoe430','ncsleep',18,2,3
232.72,232.97,0.49,55.96,113.93,-99.24,0.49,-60.58,49.94,321.94,1.7,232.88,0.54,1.99,1.08,4.97,0.67,3.01,0.84,1.54,1.03,0.26,0.04,0.24,0.03,0.2,0.03,0.17,0.02,0.13,0.01,56.34,-0.01,-0.4,0.03,-0.24,-0.02,0.26,0.01,-0.19,0,'lenovoe430','ncwork',18,2,4
233.3,233.39,0.5,56.64,115.43,-100.58,0.49,-60.62,49.94,321.57,1.7,232.63,0.66,1.97,1.06,5.1,0.67,3.02,0.81,1.56,0.97,0.26,0.04,0.23,0.04,0.2,0.03,0.17,0.02,0.13,0.01,55.99,-0.01,-0.39,0.03,-0.26,-0.02,0.26,0.01,-0.19,0,'lenovoe430','ncwork',18,2,4
231.22,231.59,0.36,46.96,83.13,-68.6,0.56,-55.61,49.95,315.8,1.35,230.63,0.43,2.17,0.9,6.45,0.51,3.12,0.66,0.91,0.67,0.22,0.01,0.19,0.02,0.15,0.02,0.1,0.02,0.07,0.02,48.76,0,-0.33,0.01,-0.81,-0.01,0.11,0.01,-0.06,0.01,'lenovoe430','ncsleep',18,2,3
231.56,231.94,0.36,46.99,84.24,-69.92,0.56,-56.1,49.95,316.05,1.38,230.78,0.4,2.17,0.87,6.61,0.51,3.04,0.69,0.93,0.68,0.22,0.01,0.19,0.02,0.15,0.02,0.11,0.03,0.08,0.02,48.72,0,-0.32,0.01,-0.81,-0.01,0.13,0.01,-0.07,0.01,'lenovoe430','ncsleep',18,2,3
230.79,231.31,0.37,47.59,85.46,-70.99,0.56,-56.16,49.95,315.87,1.36,230.66,0.48,2.16,0.93,6.6,0.48,2.97,0.67,0.93,0.67,0.22,0.01,0.19,0.02,0.15,0.02,0.11,0.02,0.08,0.02,48.84,0,-0.33,0.01,-0.78,-0.01,0.13,0.01,-0.07,0.01,'lenovoe430','ncsleep',18,2,3
229.59,230.41,0.37,47.94,85.17,-70.39,0.56,-55.74,49.95,315.77,1.38,230.71,0.26,2.19,0.87,6.76,0.49,2.9,0.69,0.95,0.71,0.22,0.02,0.19,0.02,0.15,0.03,0.11,0.03,0.08,0.02,48.67,0,-0.33,0.01,-0.78,-0.01,0.13,0.01,-0.07,0.01,'lenovoe430','ncsleep',18,2,3
230.28,230.9,0.37,47.78,85.62,-71.05,0.56,-56.08,49.95,315.96,1.35,230.67,0.38,2.14,0.89,6.53,0.49,3.03,0.7,0.94,0.71,0.22,0.01,0.19,0.02,0.15,0.02,0.11,0.02,0.08,0.02,48.85,0,-0.32,0.01,-0.79,-0.01,0.13,0.01,-0.07,0.01,'lenovoe430','ncsleep',18,2,3
230.6,231.17,0.37,47.78,85.84,-71.31,0.56,-56.18,49.95,316.02,1.37,230.76,0.46,2.25,0.88,6.65,0.51,3.01,0.64,0.92,0.68,0.22,0.01,0.19,0.02,0.15,0.03,0.11,0.03,0.08,0.02,48.73,0,-0.34,0.01,-0.79,-0.01,0.13,0.01,-0.07,0.01,'lenovoe430','ncsleep',18,2,3
230.76,231.25,0.37,47.62,86.14,-71.78,0.55,-56.44,49.95,315.77,1.38,230.55,0.4,2.15,0.93,6.59,0.52,3.02,0.69,0.91,0.68,0.22,0.01,0.19,0.02,0.15,0.03,0.11,0.03,0.08,0.02,48.95,0,-0.33,0.01,-0.81,-0.01,0.13,0.01,-0.07,0.01,'lenovoe430','ncsleep',18,2,3
230.85,231.37,0.37,47.61,86.09,-71.73,0.55,-56.42,49.95,315.8,1.37,230.71,0.51,2.2,0.92,6.68,0.47,3,0.68,0.89,0.69,0.22,0.01,0.19,0.02,0.15,0.02,0.11,0.02,0.08,0.02,48.77,0,-0.33,0.01,-0.8,-0.01,0.13,0.01,-0.07,0.01,'lenovoe430','ncsleep',18,2,3
230.17,230.73,0.38,47.95,87.9,-73.68,0.55,-56.94,49.95,315.49,1.49,230.26,0.29,2.14,0.9,6.51,0.49,3.01,0.68,1.06,0.68,0.22,0.01,0.19,0.02,0.16,0.03,0.12,0.02,0.09,0.02,49.02,0,-0.33,0.01,-0.86,-0.01,0.12,0.01,-0.09,0.01,'lenovoe430','ncsleep',18,2,3
230.39,230.97,0.38,47.83,87.91,-73.75,0.54,-57.03,49.95,315.37,1.5,230.26,0.45,2.26,0.91,6.83,0.5,3.05,0.66,1.07,0.68,0.22,0.01,0.19,0.02,0.16,0.03,0.11,0.03,0.08,0.02,49.15,0,-0.34,0.01,-0.9,-0.01,0.14,0.01,-0.09,0.01,'lenovoe430','ncsleep',18,2,3
230.39,230.97,0.38,47.83,87.91,-73.75,0.54,-57.03,49.95,315.37,1.5,230.26,0.45,2.26,0.91,6.83,0.5,3.05,0.66,1.07,0.68,0.22,0.01,0.19,0.02,0.16,0.03,0.11,0.03,0.08,0.02,49.15,0,-0.34,0.01,-0.9,-0.01,0.14,0.01,-0.09,0.01,'lenovoe430','ncsleep',18,2,3
230.41,231.03,0.38,47.84,88.03,-73.89,0.54,-57.08,49.95,315.62,1.44,230.42,0.36,2.23,0.91,6.77,0.47,2.94,0.69,1.07,0.69,0.22,0.01,0.19,0.02,0.16,0.02,0.12,0.02,0.09,0.02,49.06,0,-0.34,0.01,-0.87,-0.01,0.14,0.01,-0.09,0.01,'lenovoe430','ncsleep',18,2,3
230.48,231.03,0.38,47.95,88,-73.79,0.54,-56.99,49.95,315.68,1.47,230.37,0.4,2.22,0.93,6.69,0.49,3.05,0.66,1.05,0.66,0.22,0.01,0.19,0.02,0.16,0.03,0.12,0.02,0.08,0.02,49.09,0,-0.34,0.01,-0.87,-0.01,0.13,0.01,-0.08,0.01,'lenovoe430','ncsleep',18,2,3
233.97,233.8,0.38,51.34,89.69,-73.54,0.57,-55.08,49.95,315.59,1.36,230.45,0.36,2.13,0.92,6.53,0.48,3.09,0.71,0.9,0.68,0.22,0.01,0.19,0.02,0.15,0.02,0.11,0.02,0.08,0.02,48.94,0,-0.32,0.01,-0.8,-0.01,0.13,0.01,-0.07,0.01,'lenovoe430','ncsleep',18,2,3
230.28,230.8,0.38,47.87,88.32,-74.22,0.54,-57.18,49.95,315.71,1.49,230.29,0.45,2.24,0.89,6.37,0.51,2.97,0.67,1.1,0.67,0.22,0.01,0.19,0.02,0.16,0.02,0.12,0.02,0.09,0.02,49.04,0,-0.35,0.01,-0.83,-0.01,0.11,0.01,-0.09,0.01,'lenovoe430','ncsleep',18,2,3
234,233.86,0.38,51.27,89.87,-73.81,0.57,-55.22,49.95,315.71,1.38,230.52,0.45,2.18,0.89,6.64,0.47,2.99,0.63,0.94,0.68,0.22,0.01,0.19,0.02,0.15,0.02,0.11,0.02,0.08,0.02,48.97,0,-0.33,0.01,-0.82,-0.01,0.13,0.01,-0.07,0.01,'lenovoe430','ncsleep',18,2,3
233.34,233.17,0.39,51.28,91.92,-76.29,0.56,-56.09,49.95,315.03,1.48,229.75,0.33,2.16,0.83,6.42,0.51,2.97,0.67,1.09,0.7,0.22,0.01,0.2,0.02,0.16,0.03,0.12,0.02,0.09,0.02,49.08,0,-0.33,0.01,-0.85,-0.01,0.11,0.01,-0.09,0.01,'lenovoe430','ncsleep',18,2,3
233.83,233.69,0.4,51.42,92.35,-76.72,0.56,-56.17,49.95,315.4,1.49,230.26,0.38,2.28,0.92,6.68,0.49,3,0.66,1.11,0.66,0.22,0.01,0.2,0.02,0.16,0.02,0.12,0.02,0.09,0.02,49.09,0,-0.35,0.01,-0.88,-0.01,0.14,0.01,-0.09,0.01,'lenovoe430','ncsleep',18,2,3
230.35,230.97,0.46,50.84,106.58,-93.68,0.48,-61.51,49.95,321.94,1.7,232.94,0.56,2,1.03,4.85,0.67,3.19,0.83,1.45,0.98,0.26,0.04,0.24,0.04,0.2,0.03,0.17,0.02,0.13,0.01,56.77,-0.01,-0.4,0.03,-0.32,-0.02,0.25,0.01,-0.17,0,'lenovoe430','ncwork',18,2,4
230.21,230.8,0.46,50.68,106.82,-94.03,0.47,-61.67,49.95,321.73,1.7,232.8,0.54,2.02,1.06,4.88,0.64,2.98,0.82,1.49,0.99,0.26,0.04,0.24,0.03,0.2,0.03,0.17,0.02,0.13,0.01,56.5,-0.01,-0.42,0.03,-0.26,-0.02,0.23,0.01,-0.18,0,'lenovoe430','ncwork',18,2,4
230.35,230.97,0.47,50.73,107.06,-94.28,0.47,-61.71,49.95,321.82,1.7,232.89,0.55,2.07,1.04,5.1,0.65,2.98,0.83,1.53,1,0.26,0.04,0.24,0.04,0.2,0.03,0.17,0.02,0.13,0.01,56.42,-0.01,-0.41,0.03,-0.26,-0.02,0.25,0.01,-0.19,0,'lenovoe430','ncwork',18,2,4
234.54,234,0.49,56.19,114.53,-99.79,0.49,-60.62,49.95,321.51,1.7,232.77,0.61,2.08,1.12,5.11,0.67,3.06,0.88,1.49,1.04,0.26,0.04,0.23,0.04,0.2,0.03,0.17,0.02,0.13,0.01,56.17,-0.01,-0.42,0.03,-0.27,-0.02,0.26,0.01,-0.18,0,'lenovoe430','ncwork',18,2,4
227.44,228.5,0.36,43.87,81.6,-68.8,0.54,-57.48,49.96,315.62,1.43,230.29,0.48,2.2,0.93,6.52,0.44,2.85,0.7,1.09,0.63,0.22,0.01,0.2,0.02,0.16,0.02,0.12,0.02,0.09,0.02,49.15,0,-0.33,0.01,-0.89,-0.01,0.1,0.01,-0.09,0,'lenovoe430','ncsleep',18,2,3
231.51,231.92,0.37,47.04,84.68,-70.42,0.56,-56.26,49.96,316.02,1.38,230.72,0.46,2.2,0.89,6.67,0.48,2.95,0.66,0.94,0.68,0.22,0.01,0.19,0.02,0.15,0.02,0.11,0.02,0.08,0.02,48.97,0,-0.33,0.01,-0.82,-0.01,0.13,0.01,-0.07,0.01,'lenovoe430','ncsleep',18,2,3
230.36,230.94,0.38,47.76,87.72,-73.59,0.54,-57.02,49.96,315.4,1.45,230.29,0.48,2.18,0.94,6.77,0.5,3,0.7,1.06,0.71,0.22,0.01,0.2,0.02,0.16,0.02,0.12,0.02,0.09,0.02,49.08,0,-0.33,0.01,-0.89,-0.01,0.14,0.01,-0.09,0.01,'lenovoe430','ncsleep',18,2,3
233.6,233.5,0.39,51.36,90.91,-75.01,0.56,-55.6,49.96,315.4,1.42,230.21,0.44,2.16,0.89,6.61,0.48,3.03,0.69,1.03,0.68,0.22,0.01,0.19,0.02,0.15,0.02,0.11,0.02,0.08,0.02,49.02,0,-0.32,0.01,-0.87,-0.01,0.12,0.01,-0.08,0.01,'lenovoe430','ncsleep',18,2,3
230.03,230.67,0.46,50.53,106.69,-93.97,0.47,-61.73,49.96,321.39,1.7,232.6,0.65,2.14,1.15,5.11,0.69,3.07,0.88,1.58,1.05,0.26,0.04,0.24,0.04,0.2,0.03,0.17,0.02,0.13,0.01,56.4,-0.01,-0.43,0.03,-0.24,-0.02,0.26,0.01,-0.19,0,'lenovoe430','ncwork',18,2,4
229.77,230.51,0.47,50.32,106.79,-94.19,0.47,-61.89,49.96,321.94,1.7,232.95,0.59,2.12,1.22,5.14,0.73,3.07,0.87,1.53,1.08,0.26,0.04,0.23,0.04,0.2,0.03,0.17,0.02,0.13,0.02,55.6,-0.01,-0.42,0.04,-0.23,-0.02,0.27,0.01,-0.18,0.01,'lenovoe430','ncwork',18,2,4
230.26,230.88,0.47,50.41,107.1,-94.49,0.47,-61.92,49.96,321.6,1.7,232.76,0.54,2.1,1.05,5.1,0.66,2.96,0.83,1.51,1.02,0.26,0.04,0.23,0.04,0.2,0.03,0.17,0.02,0.13,0.01,56.16,-0.01,-0.42,0.03,-0.25,-0.02,0.24,0.01,-0.18,0,'lenovoe430','ncwork',18,2,4
234.87,234.22,0.49,56.29,114.92,-100.19,0.49,-60.67,49.96,321.76,1.7,232.96,0.56,2.1,1.09,5.22,0.64,3.02,0.8,1.59,1.03,0.26,0.04,0.23,0.04,0.2,0.03,0.17,0.02,0.13,0.01,55.99,-0.01,-0.42,0.03,-0.3,-0.02,0.26,0.01,-0.19,0,'lenovoe430','ncwork',18,2,4
233.86,233.68,0.39,51.37,91.58,-75.82,0.56,-55.88,49.97,315.68,1.46,230.2,0.48,2.2,0.88,6.43,0.47,2.81,0.66,1.04,0.66,0.22,0.01,0.2,0.02,0.16,0.02,0.12,0.02,0.08,0.02,49.23,0,-0.33,0.01,-0.86,-0.01,0.1,0.01,-0.08,0,'lenovoe430','ncsleep',18,2,3
232.75,232.95,0.49,55.97,113.43,-98.65,0.49,-60.43,49.97,321.98,1.7,232.88,0.58,1.99,1.04,4.88,0.63,3.01,0.81,1.47,1.01,0.26,0.04,0.24,0.04,0.2,0.03,0.17,0.02,0.13,0.01,56.51,-0.01,-0.4,0.03,-0.25,-0.02,0.22,0.01,-0.18,0,'lenovoe430','ncwork',18,2,4
232.16,232.48,0.49,56.29,113.53,-98.6,0.5,-60.28,49.97,321.7,1.7,232.71,0.53,2,1.09,4.93,0.66,3.01,0.81,1.47,1.02,0.26,0.04,0.24,0.04,0.2,0.03,0.17,0.02,0.13,0.01,56.47,-0.01,-0.39,0.03,-0.26,-0.02,0.22,0.01,-0.18,0,'lenovoe430','ncwork',18,2,4
232.47,232.75,0.49,57.18,114.87,-99.63,0.5,-60.15,49.97,321.11,1.7,232.52,0.54,2.18,1.04,5.22,0.62,3.02,0.85,1.51,0.99,0.26,0.04,0.24,0.03,0.2,0.03,0.17,0.02,0.13,0.01,56.9,-0.01,-0.41,0.03,-0.3,-0.02,0.25,0.01,-0.18,0,'lenovoe430','ncwork',18,2,4
233.43,233.56,0.49,56.8,114.84,-99.81,0.49,-60.36,49.98,321.91,1.7,232.78,0.58,2.14,1.12,5,0.67,2.99,0.88,1.6,0.97,0.26,0.04,0.24,0.03,0.2,0.03,0.17,0.02,0.13,0.01,56.93,-0.01,-0.39,0.03,-0.28,-0.02,0.21,0.01,-0.19,0,'lenovoe430','ncwork',18,2,4
232.91,233.2,0.5,57.12,115.5,-100.38,0.49,-60.36,50,321.79,1.7,232.92,0.53,2.28,1.07,5.26,0.68,3.04,0.84,1.62,1.01,0.26,0.04,0.24,0.04,0.2,0.03,0.17,0.02,0.13,0.02,56.66,-0.01,-0.42,0.03,-0.3,-0.02,0.25,0.01,-0.19,0,'lenovoe430','ncwork',18,2,4
231.68,232.22,0.46,50.64,107.57,-94.9,0.47,-61.92,50.07,322.84,1.7,233.92,0.58,2.15,1.07,5.01,0.67,3.18,0.83,1.58,1.01,0.26,0.04,0.24,0.03,0.21,0.03,0.17,0.02,0.14,0.02,56.66,-0.01,-0.44,0.03,-0.25,-0.02,0.28,0.01,-0.2,0.01,'lenovoe430','nctrans',18,2,4
234.71,234.75,0.5,56.92,116.12,-101.21,0.49,-60.65,50.07,323,1.7,233.95,0.58,2.13,1.08,5.06,0.65,3.16,0.85,1.52,1.01,0.26,0.04,0.24,0.03,0.21,0.03,0.17,0.02,0.13,0.01,56.97,-0.01,-0.44,0.03,-0.26,-0.02,0.29,0.01,-0.19,0.01,'lenovoe430','nctrans',18,2,4
233.66,233.9,0.49,56.59,114.76,-99.83,0.49,-60.45,50.08,323.06,1.7,234.03,0.55,2.11,1.04,5.08,0.66,3.13,0.89,1.57,1.04,0.26,0.04,0.24,0.03,0.21,0.03,0.17,0.02,0.13,0.02,56.9,-0.01,-0.44,0.03,-0.27,-0.02,0.27,0.01,-0.19,0,'lenovoe430','nctrans',18,2,4
231.87,232.43,0.46,50.77,107.39,-94.63,0.47,-61.79,50.09,323.34,1.7,234.12,0.67,2.11,1.05,5.02,0.63,3.06,0.87,1.59,0.98,0.26,0.04,0.24,0.03,0.21,0.03,0.17,0.02,0.14,0.01,57.03,-0.01,-0.43,0.03,-0.25,-0.01,0.26,0.01,-0.2,0.01,'lenovoe430','nctrans',18,2,4
231.5,232.09,0.47,51.22,107.76,-94.8,0.48,-61.62,50.09,323.15,1.7,233.95,0.67,2.15,0.99,4.92,0.61,3.12,0.84,1.53,0.98,0.26,0.04,0.24,0.03,0.2,0.03,0.17,0.02,0.13,0.01,56.88,-0.01,-0.44,0.03,-0.3,-0.01,0.27,0.01,-0.19,0,'lenovoe430','nctrans',18,2,4
233.77,233.98,0.49,56.09,113.84,-99.07,0.49,-60.48,50.09,323.22,1.7,234.04,0.55,2.13,1.01,4.88,0.68,3.07,0.89,1.5,1.03,0.26,0.04,0.24,0.03,0.2,0.03,0.17,0.02,0.13,0.01,56.98,-0.01,-0.44,0.03,-0.27,-0.02,0.26,0.01,-0.18,0,'lenovoe430','nctrans',18,2,4
234.1,234.29,0.49,56.62,114.56,-99.59,0.49,-60.38,50.09,323.43,1.7,234.24,0.59,2.14,1.04,4.96,0.61,3.1,0.84,1.56,1,0.26,0.04,0.24,0.03,0.21,0.03,0.17,0.02,0.13,0.01,57.45,-0.01,-0.45,0.03,-0.24,-0.01,0.26,0.01,-0.2,0.01,'lenovoe430','nctrans',18,2,4
234.71,234.73,0.49,57.17,115.77,-100.67,0.49,-60.41,50.09,323.56,1.7,233.95,0.53,2.09,1,4.76,0.63,2.85,0.82,1.58,0.96,0.26,0.04,0.24,0.03,0.21,0.03,0.17,0.02,0.13,0.02,57.06,-0.01,-0.43,0.03,-0.23,-0.01,0.19,0.01,-0.19,0.01,'lenovoe430','nctrans',18,2,4
231.5,232.17,0.47,51.02,107.92,-95.1,0.47,-61.79,50.1,323.22,1.7,234.14,0.61,2.09,1.03,5.08,0.66,3.02,0.88,1.59,1.02,0.26,0.04,0.24,0.03,0.21,0.03,0.17,0.02,0.13,0.01,57.01,-0.01,-0.43,0.03,-0.27,-0.02,0.27,0.01,-0.2,0,'lenovoe430','nctrans',18,2,4
233.95,234.17,0.49,56.55,114.92,-100.04,0.49,-60.52,50.1,323.65,1.7,234.18,0.59,2.14,1.05,5.04,0.7,3.14,0.85,1.61,1.01,0.26,0.04,0.24,0.03,0.21,0.03,0.17,0.02,0.13,0.01,56.88,-0.01,-0.43,0.03,-0.23,-0.02,0.28,0.01,-0.2,0,'lenovoe430','nctrans',18,2,4
236.46,235.81,0.49,56.99,116.72,-101.86,0.49,-60.77,50.1,323.99,1.7,234.41,0.57,2.11,1.04,5.23,0.65,3.08,0.86,1.68,1.01,0.26,0.04,0.24,0.04,0.21,0.03,0.17,0.02,0.14,0.01,57.06,-0.01,-0.42,0.03,-0.2,-0.02,0.3,0.01,-0.21,0.01,'lenovoe430','nctrans',18,2,4
234.44,234.57,0.5,57.47,116.03,-100.8,0.5,-60.31,50.1,323.84,1.7,234.3,0.67,2.18,1.04,4.84,0.65,3.1,0.85,1.59,1.02,0.26,0.04,0.24,0.03,0.21,0.03,0.17,0.02,0.13,0.01,56.99,-0.01,-0.45,0.03,-0.21,-0.01,0.26,0.01,-0.2,0,'lenovoe430','nctrans',18,2,4
231.46,232.11,0.47,51.2,107.76,-94.82,0.48,-61.63,50.11,323.12,1.7,234.05,0.54,2.08,1.02,5.17,0.64,3.13,0.86,1.57,1.05,0.26,0.04,0.24,0.03,0.2,0.03,0.17,0.02,0.13,0.01,57.12,-0.01,-0.42,0.03,-0.33,-0.02,0.28,0.01,-0.19,0.01,'lenovoe430','nctrans',18,2,4
233.53,233.9,0.5,57.68,115.7,-100.29,0.5,-60.1,50.11,323.22,1.7,234.19,0.52,2.03,1,5.26,0.67,3.18,0.85,1.59,1.04,0.26,0.04,0.24,0.03,0.2,0.03,0.17,0.02,0.13,0.02,56.96,-0.01,-0.41,0.03,-0.35,-0.02,0.28,0.01,-0.19,0.01,'lenovoe430','nctrans',18,2,4
235.01,235.07,0.5,57.18,116.45,-101.44,0.49,-60.59,50.11,323.59,1.7,234.3,0.57,2.13,1.04,5.03,0.66,3.21,0.88,1.66,0.98,0.26,0.04,0.24,0.03,0.21,0.03,0.17,0.02,0.14,0.01,57.12,-0.01,-0.44,0.03,-0.28,-0.01,0.3,0.01,-0.21,0,'lenovoe430','nctrans',18,2,4
232.64,232.73,0.15,29.27,34.12,-17.52,0.86,-30.91,50,321.99,0.36,232.43,0.53,1.03,0.96,4.57,0.44,3.19,0.7,0.83,0.73,0.14,0,0.04,0,0.02,0,0,0,0.01,0,29.67,0,-0.03,0,-0.01,0,0,0,-0.01,0,'lenovoei5430','fcwork',19,2,4
232.37,232.52,0.16,32.93,37.84,-18.64,0.87,-29.52,50,321.37,0.41,232.36,0.41,1.01,0.76,4.59,0.35,3.02,0.64,0.83,0.67,0.15,0,0.04,0,0.02,0,0,0,0.01,0,32.34,0,-0.03,0,-0.01,0,0.01,0,-0.01,0,'lenovoei5430','fcwork',19,2,4
232.22,232.45,0.2,41.67,46.86,-21.44,0.89,-27.23,50,321.55,0.48,232.35,0.42,1.02,0.77,4.64,0.4,3.07,0.63,0.88,0.69,0.17,0.01,0.05,0.01,0.01,0,0,0,0.01,0,38.37,0,-0.04,0,-0.01,0,0.01,0,-0.01,0,'lenovoei5430','fcwork',19,2,4
232.44,232.5,0.14,28.09,33,-17.32,0.85,-31.66,50.01,320.84,0.4,232.2,0.42,0.93,0.8,4.72,0.41,3.04,0.63,0.92,0.66,0.14,0.01,0.04,0,0.02,0,0,0,0.01,0,30.49,0,-0.03,0,0,0,0,0,-0.01,0,'lenovoei5430','fcwork',19,2,4
227.67,228.49,0.03,1.18,5.87,-5.75,0.2,-78.41,50.02,319.35,0.25,230.22,0.43,0.84,0.74,3.97,0.31,2.8,0.55,0.74,0.63,0.01,0,0,0,0,0,0,0,0,0,0.99,0,0,0,-0.01,0,-0.01,0,0,0,'lenovoei5430','fcsleep',19,2,3
227.6,228.39,0.03,1.22,6.04,-5.91,0.2,-78.36,50.02,318.67,0.26,230.24,0.59,0.81,0.79,4.06,0.33,2.85,0.63,0.78,0.58,0.01,0,0,0,0,0,0,0,0,0,1.12,0,0,0,-0.02,0,-0.01,0,0,0,'lenovoei5430','fcsleep',19,2,3
232.61,232.89,0.18,35.97,41.11,-19.91,0.87,-28.96,50.02,322.11,0.45,232.79,0.4,1,0.77,4.75,0.43,3.05,0.64,0.93,0.69,0.17,0,0.05,0,0.01,0,0,0,0.01,0,38.04,0,-0.04,0,-0.03,0,0.01,0,-0.01,0,'lenovoei5430','fcwork',19,2,4
235.9,235.37,0.03,1,5.9,-5.82,0.17,-80.21,50.03,321.96,0.24,232.81,0.41,0.88,0.77,4.7,0.37,3.07,0.63,0.83,0.64,0.01,0,0,0,0,0,0,0,0,0,1.05,0,0,0,-0.02,0,-0.01,0,0,0,'lenovoei5430','fcsleep',19,2,3
227.67,228.43,0.03,1.16,5.81,-5.69,0.2,-78.45,50.03,318.82,0.25,230.2,0.2,0.87,0.71,3.95,0.29,2.79,0.6,0.75,0.57,0.01,0,0,0,0,0,0,0,0,0,1.03,0,0,0,-0.02,0,-0.01,0,0,0,'lenovoei5430','fcsleep',19,2,3
229.87,229.89,0.03,1.06,5.85,-5.75,0.18,-79.54,50.03,318.17,0.26,229.67,0.7,0.88,0.75,3.68,0.33,2.73,0.57,0.73,0.54,0.01,0,0,0,0,0,0,0,0,0,0.99,0,0,0,-0.01,0,-0.01,0,0,0,'lenovoei5430','fcsleep',19,2,3
228.36,228.8,0.03,1.15,6,-5.88,0.19,-78.9,50.03,318.76,0.24,230.1,0.65,0.87,0.79,4.14,0.34,2.75,0.6,0.77,0.58,0.01,0,0,0,0,0,0,0,0,0,0.98,0,0,0,-0.01,0,-0.01,0,0,0,'lenovoei5430','fcsleep',19,2,3
230.75,231.41,0.03,1.17,6.09,-5.98,0.19,-78.92,50.03,321.86,0.25,232.72,0.45,0.86,0.78,4.81,0.4,3.02,0.66,0.84,0.63,0.01,0,0,0,0,0,0,0,0,0,1.02,0,0,0,-0.02,0,-0.01,0,0,0,'lenovoei5430','fcsleep',19,2,3
231.7,231.56,0.03,1.25,6.21,-6.08,0.2,-78.42,50.03,318.79,0.25,230.17,0.7,0.85,0.79,4.02,0.32,2.7,0.58,0.78,0.57,0.01,0,0,0,0,0,0,0,0,0,0.92,0,0,0,-0.01,0,-0.01,0,0,0,'lenovoei5430','fcsleep',19,2,3
227.71,228.55,0.03,1.26,6.24,-6.12,0.2,-78.34,50.03,319.72,0.26,230.35,0.72,0.84,0.76,4.36,0.35,2.78,0.56,0.8,0.61,0.01,0,0,0,0,0,0,0,0,0,1.05,0,0,0,-0.02,0,-0.01,0,0,0,'lenovoei5430','fcsleep',19,2,3
231.38,231.36,0.17,34.49,39.4,-19.04,0.88,-28.9,50.03,319.85,0.41,231.17,0.33,0.94,0.74,4.28,0.32,2.9,0.63,0.79,0.62,0.16,0,0.05,0,0.02,0,0,0,0.01,0,34.27,0,-0.04,0,-0.02,0,0,0,0,0,'lenovoei5430','fcwork',19,2,4
